,link,poe_status,poe_power,rx_packets,tx_packets,rx_fcserrors,time
832,True,False,0.0,126,856,0,2019-12-08T14:31
833,True,False,0.0,158,1080,2,2019-12-08T14:32
834,True,False,0.0,132,1017,0,2019-12-08T14:33
835,True,False,0.0,155,1237,2,2019-12-08T14:34
836,True,False,0.0,128,1221,2,2019-12-08T14:35
837,True,False,0.0,136,879,0,2019-12-08T14:36
838,True,False,0.0,134,955,0,2019-12-08T14:37
839,True,False,0.0,132,1048,0,2019-12-08T14:38
840,True,False,0.0,480,2664,1,2019-12-08T14:41
841,True,False,0.0,161,1077,1,2019-12-08T14:42
842,True,False,0.0,138,1063,3,2019-12-08T14:43
843,True,False,0.0,141,977,1,2019-12-08T14:44
844,True,False,0.0,134,930,1,2019-12-08T14:45
845,True,False,0.0,133,991,1,2019-12-08T14:46
846,True,False,0.0,129,1076,1,2019-12-08T14:47
847,True,False,0.0,136,879,3,2019-12-08T14:48
848,True,False,0.0,128,938,0,2019-12-08T14:49
849,True,False,0.0,137,1011,1,2019-12-08T14:50
850,True,False,0.0,121,991,1,2019-12-08T14:51
851,True,False,0.0,150,907,4,2019-12-08T14:52
852,True,False,0.0,144,1158,0,2019-12-08T14:53
853,True,False,0.0,134,1120,1,2019-12-08T14:54
854,True,False,0.0,140,959,2,2019-12-08T14:55
855,True,False,0.0,133,1019,3,2019-12-08T14:56
856,True,False,0.0,135,1020,2,2019-12-08T14:57
857,True,False,0.0,136,913,1,2019-12-08T14:58
858,True,False,0.0,149,1142,2,2019-12-08T14:59
859,True,False,0.0,122,905,2,2019-12-08T15:00
860,True,False,0.0,126,1041,2,2019-12-08T15:01
861,True,False,0.0,140,1007,1,2019-12-08T15:02
862,True,False,0.0,134,1013,1,2019-12-08T15:03
863,True,False,0.0,134,972,2,2019-12-08T15:04
864,True,False,0.0,120,1104,3,2019-12-08T15:05
865,True,False,0.0,130,995,2,2019-12-08T15:06
866,True,False,0.0,125,878,0,2019-12-08T15:07
867,True,False,0.0,137,994,0,2019-12-08T15:08
868,True,False,0.0,137,1044,1,2019-12-08T15:09
869,True,False,0.0,143,903,2,2019-12-08T15:10
870,True,False,0.0,134,1165,2,2019-12-08T15:11
871,True,False,0.0,141,1108,4,2019-12-08T15:12
872,True,False,0.0,122,975,0,2019-12-08T15:13
873,True,False,0.0,140,947,2,2019-12-08T15:14
874,True,False,0.0,124,874,1,2019-12-08T15:15
875,True,False,0.0,130,1071,1,2019-12-08T15:16
876,True,False,0.0,126,1023,0,2019-12-08T15:17
877,True,False,0.0,135,1024,1,2019-12-08T15:18
878,True,False,0.0,129,960,1,2019-12-08T15:19
879,True,False,0.0,133,1034,2,2019-12-08T15:20
880,True,False,0.0,136,1084,1,2019-12-08T15:21
881,True,False,0.0,140,1034,2,2019-12-08T15:22
882,True,False,0.0,144,1036,1,2019-12-08T15:23
883,True,False,0.0,142,1217,2,2019-12-08T15:24
884,True,False,0.0,137,1066,1,2019-12-08T15:25
885,True,False,0.0,140,1379,1,2019-12-08T15:26
886,True,False,0.0,134,1222,0,2019-12-08T15:27
887,True,False,0.0,133,1168,1,2019-12-08T15:28
888,True,False,0.0,151,1103,3,2019-12-08T15:29
889,True,False,0.0,141,1036,2,2019-12-08T15:30
890,True,False,0.0,132,1185,2,2019-12-08T15:31
891,True,False,0.0,158,1459,1,2019-12-08T15:32
892,True,False,0.0,118,1127,1,2019-12-08T15:33
893,True,False,0.0,157,1017,0,2019-12-08T15:34
894,True,False,0.0,138,1200,2,2019-12-08T15:35
895,True,False,0.0,134,1030,0,2019-12-08T15:36
896,True,False,0.0,139,1008,1,2019-12-08T15:37
897,True,False,0.0,133,999,0,2019-12-08T15:38
898,True,False,0.0,485,2752,2,2019-12-08T15:41
899,True,False,0.0,156,1176,0,2019-12-08T15:42
900,True,False,0.0,143,1224,0,2019-12-08T15:43
901,True,False,0.0,160,1158,4,2019-12-08T15:44
902,True,False,0.0,135,939,1,2019-12-08T15:45
903,True,False,0.0,150,1261,0,2019-12-08T15:46
904,True,False,0.0,150,1317,1,2019-12-08T15:47
905,True,False,0.0,142,1127,2,2019-12-08T15:48
906,True,False,0.0,146,1084,1,2019-12-08T15:49
907,True,False,0.0,150,1027,0,2019-12-08T15:50
908,True,False,0.0,134,890,3,2019-12-08T15:51
909,True,False,0.0,161,976,1,2019-12-08T15:52
910,True,False,0.0,147,1056,0,2019-12-08T15:53
911,True,False,0.0,126,986,1,2019-12-08T15:54
912,True,False,0.0,136,918,1,2019-12-08T15:55
913,True,False,0.0,138,1210,1,2019-12-08T15:56
914,True,False,0.0,128,1213,1,2019-12-08T15:57
915,True,False,0.0,143,958,0,2019-12-08T15:58
916,True,False,0.0,154,1367,0,2019-12-08T15:59
917,True,False,0.0,120,1043,0,2019-12-08T16:00
918,True,False,0.0,145,1175,1,2019-12-08T16:01
