,duration,site_id,hour,counts,impacted_counts,failure,success,association,authentication,dhcp,unclear,date,dayofweek,sle
6116103,2755.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,224,23,24.0,2731.0,2.0,0.0,0.0,22.0,2019-09-29 20:00:00,6,0.9912885662431942
6125682,2755.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,222,26,32.0,2723.0,2.0,4.0,0.0,26.0,2019-09-29 21:00:00,6,0.9883847549909256
6133529,2570.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,213,34,43.0,2527.0,2.0,2.0,0.0,39.0,2019-09-29 22:00:00,6,0.9832684824902723
6139530,2420.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,198,23,25.0,2395.0,2.0,0.0,0.0,21.0,2019-09-29 23:00:00,6,0.9896694214876033
6152287,2136.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,155,19,20.0,2116.0,0.0,1.0,0.0,18.0,2019-09-30 00:00:00,0,0.9906367041198502
6163290,1173.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,98,12,12.0,1161.0,3.0,0.0,0.0,8.0,2019-09-30 01:00:00,0,0.989769820971867
6168786,684.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,80,11,11.0,673.0,0.0,0.0,0.0,9.0,2019-09-30 02:00:00,0,0.9839181286549707
6179583,736.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,67,11,16.0,720.0,0.0,0.0,0.0,16.0,2019-09-30 03:00:00,0,0.9782608695652174
6184796,343.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,41,6,6.0,337.0,0.0,3.0,0.0,2.0,2019-09-30 04:00:00,0,0.9825072886297376
6187525,187.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,29,3,4.0,183.0,0.0,3.0,0.0,1.0,2019-09-30 05:00:00,0,0.9786096256684492
6194665,195.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,26,3,3.0,192.0,0.0,1.0,0.0,2.0,2019-09-30 06:00:00,0,0.9846153846153847
6203946,146.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,32,2,2.0,144.0,0.0,1.0,0.0,1.0,2019-09-30 07:00:00,0,0.9863013698630136
6213261,194.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,48,1,1.0,193.0,0.0,0.0,0.0,1.0,2019-09-30 08:00:00,0,0.9948453608247423
6219122,578.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,46,4,6.0,572.0,0.0,0.0,0.0,6.0,2019-09-30 09:00:00,0,0.9896193771626297
6226045,1057.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,74,6,9.0,1048.0,1.0,0.0,0.0,8.0,2019-09-30 10:00:00,0,0.9914853358561968
6228986,1573.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,104,9,11.0,1562.0,0.0,0.0,0.0,11.0,2019-09-30 11:00:00,0,0.993006993006993
6237766,2042.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,132,10,11.0,2031.0,0.0,0.0,0.0,11.0,2019-09-30 12:00:00,0,0.9946131243878551
6255609,2741.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,149,8,9.0,2732.0,1.0,0.0,0.0,8.0,2019-09-30 13:00:00,0,0.996716526815031
6265250,2737.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,163,11,11.0,2726.0,0.0,1.0,0.0,10.0,2019-09-30 14:00:00,0,0.9959810010960906
6270919,2995.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,183,15,16.0,2979.0,0.0,2.0,0.0,14.0,2019-09-30 15:00:00,0,0.9946577629382304
6285131,2756.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,188,23,25.0,2731.0,0.0,1.0,0.0,22.0,2019-09-30 16:00:00,0,0.9909288824383164
6289201,768.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,112,19,25.0,743.0,0.0,0.0,0.0,23.0,2019-09-30 17:00:00,0,0.9674479166666666
6301197,1002.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,144,18,25.0,977.0,0.0,0.0,0.0,24.0,2019-09-30 18:00:00,0,0.9750499001996008
6309464,935.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,115,12,13.0,922.0,1.0,1.0,0.0,11.0,2019-09-30 19:00:00,0,0.986096256684492
6319841,943.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,138,19,26.0,917.0,0.0,1.0,0.0,24.0,2019-09-30 20:00:00,0,0.9724284199363733
6324969,1166.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,129,24,37.0,1129.0,4.0,0.0,0.0,33.0,2019-09-30 21:00:00,0,0.9682675814751286
6338987,664.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,79,21,28.0,636.0,1.0,0.0,0.0,27.0,2019-09-30 22:00:00,0,0.9578313253012049
6342461,9.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,4,0,0.0,9.0,0.0,0.0,0.0,0.0,2019-09-30 23:00:00,0,1.0
6352027,576.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,78,6,6.0,570.0,2.0,0.0,0.0,4.0,2019-10-01 00:00:00,1,0.9895833333333334
6363764,1107.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,107,12,15.0,1092.0,0.0,0.0,0.0,15.0,2019-10-01 01:00:00,1,0.986449864498645
6366612,738.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,80,9,9.0,729.0,1.0,1.0,0.0,7.0,2019-10-01 02:00:00,1,0.9878048780487805
6373799,733.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,65,11,14.0,719.0,0.0,2.0,0.0,11.0,2019-10-01 03:00:00,1,0.9809004092769441
6385208,373.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,39,3,3.0,370.0,0.0,1.0,0.0,2.0,2019-10-01 04:00:00,1,0.9919571045576407
6391686,254.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,31,5,7.0,247.0,0.0,1.0,0.0,6.0,2019-10-01 05:00:00,1,0.9724409448818898
6395407,253.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,25,5,6.0,247.0,0.0,1.0,0.0,5.0,2019-10-01 06:00:00,1,0.9762845849802372
6407037,194.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,48,5,7.0,187.0,1.0,0.0,0.0,6.0,2019-10-01 07:00:00,1,0.9639175257731959
6410483,290.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,39,2,3.0,287.0,0.0,0.0,0.0,3.0,2019-10-01 08:00:00,1,0.9896551724137931
6416186,653.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,55,6,8.0,645.0,0.0,2.0,0.0,5.0,2019-10-01 09:00:00,1,0.9877488514548239
6424324,1057.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,67,3,7.0,1050.0,0.0,0.0,0.0,7.0,2019-10-01 10:00:00,1,0.9933774834437086
6433162,1391.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,97,8,10.0,1381.0,0.0,2.0,0.0,8.0,2019-10-01 11:00:00,1,0.9928109273903667
6439784,1802.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,127,14,18.0,1784.0,0.0,0.0,0.0,17.0,2019-10-01 12:00:00,1,0.9900110987791343
6456646,2413.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,164,15,18.0,2395.0,1.0,1.0,0.0,16.0,2019-10-01 13:00:00,1,0.9925404061334439
6463613,2450.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,165,11,13.0,2437.0,0.0,0.0,0.0,13.0,2019-10-01 14:00:00,1,0.9946938775510205
6468341,2870.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,185,18,21.0,2849.0,1.0,2.0,0.0,18.0,2019-10-01 15:00:00,1,0.9926829268292683
6483729,2619.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,195,21,26.0,2593.0,0.0,0.0,0.0,25.0,2019-10-01 16:00:00,1,0.9900725467735777
6493198,2573.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,209,20,22.0,2551.0,0.0,1.0,0.0,21.0,2019-10-01 17:00:00,1,0.9914496696463272
6506632,2594.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,212,23,26.0,2568.0,2.0,1.0,0.0,21.0,2019-10-01 18:00:00,1,0.9899768696993061
6513014,2217.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,185,20,22.0,2195.0,1.0,1.0,0.0,19.0,2019-10-01 19:00:00,1,0.9900766801984664
6523105,2615.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,203,14,14.0,2601.0,1.0,1.0,0.0,11.0,2019-10-01 20:00:00,1,0.9946462715105162
6532130,2349.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,190,18,19.0,2330.0,0.0,1.0,0.0,18.0,2019-10-01 21:00:00,1,0.9919114516815666
6538683,2318.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,205,23,24.0,2294.0,0.0,1.0,0.0,22.0,2019-10-01 22:00:00,1,0.9896462467644521
6555446,2141.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,178,23,24.0,2117.0,3.0,2.0,0.0,18.0,2019-10-01 23:00:00,1,0.9887902849135918
6563509,2086.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,146,17,19.0,2067.0,2.0,0.0,0.0,17.0,2019-10-02 00:00:00,2,0.9908916586768935
6568735,1412.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,141,17,17.0,1395.0,0.0,0.0,0.0,17.0,2019-10-02 01:00:00,2,0.9879603399433428
6582428,1104.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,106,6,7.0,1097.0,1.0,0.0,0.0,6.0,2019-10-02 02:00:00,2,0.9936594202898551
6587807,630.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,57,4,4.0,626.0,0.0,1.0,0.0,3.0,2019-10-02 03:00:00,2,0.9936507936507937
6593739,337.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,42,3,3.0,334.0,0.0,1.0,0.0,2.0,2019-10-02 04:00:00,2,0.9910979228486647
6605469,235.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,21,2,2.0,233.0,0.0,2.0,0.0,0.0,2019-10-02 05:00:00,2,0.9914893617021276
6609835,145.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,15,3,3.0,142.0,0.0,2.0,0.0,1.0,2019-10-02 06:00:00,2,0.9793103448275862
6616063,216.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,71,4,6.0,210.0,0.0,4.0,0.0,2.0,2019-10-02 07:00:00,2,0.9722222222222222
6622650,263.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,38,3,5.0,258.0,0.0,1.0,0.0,4.0,2019-10-02 08:00:00,2,0.9809885931558935
6628499,420.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,33,2,3.0,417.0,0.0,0.0,0.0,3.0,2019-10-02 09:00:00,2,0.9928571428571429
6637752,885.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,48,2,2.0,883.0,0.0,0.0,0.0,2.0,2019-10-02 10:00:00,2,0.9977401129943503
6650559,1398.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,72,1,1.0,1397.0,0.0,0.0,0.0,1.0,2019-10-02 11:00:00,2,0.9992846924177397
6655603,1821.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,107,6,7.0,1814.0,0.0,2.0,0.0,5.0,2019-10-02 12:00:00,2,0.9961559582646897
6665447,2509.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,141,13,14.0,2495.0,1.0,0.0,0.0,13.0,2019-10-02 13:00:00,2,0.9944200876843364
6675942,2619.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,160,23,26.0,2593.0,1.0,2.0,0.0,20.0,2019-10-02 14:00:00,2,0.9900725467735777
6688245,2644.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,183,22,26.0,2618.0,0.0,1.0,0.0,23.0,2019-10-02 15:00:00,2,0.9901664145234493
6697331,2779.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,166,18,21.0,2758.0,1.0,2.0,0.0,18.0,2019-10-02 16:00:00,2,0.9924433249370277
6703207,2763.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,185,20,24.0,2739.0,1.0,1.0,0.0,22.0,2019-10-02 17:00:00,2,0.991313789359392
6719027,2974.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,210,22,25.0,2949.0,1.0,2.0,0.0,21.0,2019-10-02 18:00:00,2,0.9915938130464022
6727592,2543.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,177,14,14.0,2529.0,1.0,0.0,0.0,11.0,2019-10-02 19:00:00,2,0.994494691309477
6739695,2265.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,186,19,21.0,2244.0,0.0,2.0,0.0,19.0,2019-10-02 20:00:00,2,0.990728476821192
6746531,2220.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,198,20,22.0,2198.0,2.0,1.0,0.0,18.0,2019-10-02 21:00:00,2,0.9900900900900901
6752260,2341.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,171,26,27.0,2314.0,3.0,1.0,0.0,21.0,2019-10-02 22:00:00,2,0.9884664673216574
6763365,2164.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,156,22,25.0,2139.0,2.0,0.0,0.0,23.0,2019-10-02 23:00:00,2,0.9884473197781886
6772220,1798.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,152,18,19.0,1779.0,0.0,1.0,0.0,18.0,2019-10-03 00:00:00,3,0.9894327030033371
6790379,1241.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,110,10,11.0,1230.0,0.0,0.0,0.0,11.0,2019-10-03 01:00:00,3,0.9911361804995971
6796477,940.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,84,10,11.0,929.0,1.0,1.0,0.0,9.0,2019-10-03 02:00:00,3,0.9882978723404255
6799707,660.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,61,7,7.0,653.0,0.0,1.0,0.0,6.0,2019-10-03 03:00:00,3,0.9893939393939394
6810336,437.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,36,3,3.0,434.0,0.0,0.0,0.0,3.0,2019-10-03 04:00:00,3,0.9931350114416476
6820483,265.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,23,3,3.0,262.0,0.0,0.0,0.0,2.0,2019-10-03 05:00:00,3,0.9886792452830189
6827216,229.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,18,1,4.0,225.0,0.0,0.0,0.0,4.0,2019-10-03 06:00:00,3,0.982532751091703
6829903,288.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,57,7,7.0,281.0,0.0,0.0,0.0,7.0,2019-10-03 07:00:00,3,0.9756944444444444
6840320,293.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,39,3,5.0,288.0,0.0,0.0,0.0,5.0,2019-10-03 08:00:00,3,0.9829351535836177
6844274,738.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,60,4,5.0,733.0,0.0,0.0,0.0,5.0,2019-10-03 09:00:00,3,0.9932249322493225
6855951,1213.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,69,5,9.0,1204.0,0.0,0.0,0.0,9.0,2019-10-03 10:00:00,3,0.9925803792250618
6862260,1436.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,93,7,7.0,1429.0,0.0,0.0,0.0,7.0,2019-10-03 11:00:00,3,0.995125348189415
6865583,2104.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,135,10,14.0,2090.0,0.0,0.0,0.0,13.0,2019-10-03 12:00:00,3,0.9933460076045627
6882123,2239.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,149,9,9.0,2230.0,0.0,0.0,0.0,9.0,2019-10-03 13:00:00,3,0.995980348369808
6888803,2237.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,164,10,10.0,2227.0,0.0,1.0,0.0,9.0,2019-10-03 14:00:00,3,0.9955297273133661
6900789,2584.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,170,17,18.0,2566.0,0.0,2.0,0.0,16.0,2019-10-03 15:00:00,3,0.9930340557275542
6913494,2517.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,185,19,21.0,2496.0,1.0,1.0,0.0,19.0,2019-10-03 16:00:00,3,0.9916567342073898
6917841,2939.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,211,20,25.0,2914.0,0.0,0.0,0.0,25.0,2019-10-03 17:00:00,3,0.991493705341953
6933410,2925.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,214,17,18.0,2907.0,1.0,0.0,0.0,17.0,2019-10-03 18:00:00,3,0.9938461538461538
6936520,2621.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,199,20,23.0,2598.0,1.0,0.0,0.0,22.0,2019-10-03 19:00:00,3,0.9912247233880198
6948377,2611.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,212,23,24.0,2587.0,0.0,2.0,0.0,21.0,2019-10-03 20:00:00,3,0.9908081194944466
6959177,2679.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,236,27,29.0,2650.0,0.0,2.0,0.0,26.0,2019-10-03 21:00:00,3,0.9891750653228817
6973660,1903.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,176,18,18.0,1885.0,0.0,0.0,0.0,17.0,2019-10-03 22:00:00,3,0.9905412506568576
6980694,1809.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,174,23,26.0,1783.0,1.0,0.0,0.0,25.0,2019-10-03 23:00:00,3,0.9856274184632393
6992776,1800.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,157,20,21.0,1779.0,2.0,3.0,0.0,15.0,2019-10-04 00:00:00,4,0.9883333333333333
7003552,1184.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,122,20,21.0,1163.0,4.0,1.0,0.0,15.0,2019-10-04 01:00:00,4,0.9822635135135135
7008191,915.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,87,11,12.0,903.0,0.0,0.0,0.0,12.0,2019-10-04 02:00:00,4,0.9868852459016394
7020309,665.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,61,10,10.0,655.0,1.0,0.0,0.0,9.0,2019-10-04 03:00:00,4,0.9849624060150376
7024436,420.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,35,7,16.0,404.0,1.0,7.0,0.0,8.0,2019-10-04 04:00:00,4,0.9619047619047619
7032797,210.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,21,5,16.0,194.0,0.0,12.0,0.0,4.0,2019-10-04 05:00:00,4,0.9238095238095239
7039780,205.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,26,4,19.0,186.0,0.0,14.0,0.0,5.0,2019-10-04 06:00:00,4,0.9073170731707317
7048857,321.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,37,4,26.0,295.0,0.0,24.0,0.0,2.0,2019-10-04 07:00:00,4,0.9190031152647975
7050574,316.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,39,4,23.0,293.0,1.0,20.0,0.0,2.0,2019-10-04 08:00:00,4,0.9272151898734177
7059278,587.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,60,5,18.0,569.0,0.0,12.0,0.0,6.0,2019-10-04 09:00:00,4,0.969335604770017
7068826,1462.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,82,8,12.0,1450.0,0.0,1.0,0.0,11.0,2019-10-04 10:00:00,4,0.9917920656634747
7078846,1882.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,121,13,15.0,1867.0,1.0,2.0,0.0,12.0,2019-10-04 11:00:00,4,0.9920297555791711
7082866,2709.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,179,18,22.0,2687.0,0.0,1.0,0.0,21.0,2019-10-04 12:00:00,4,0.9918789221114802
7089154,2846.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,182,14,17.0,2829.0,1.0,0.0,0.0,15.0,2019-10-04 13:00:00,4,0.9940267041461701
7105333,3002.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,189,18,20.0,2982.0,1.0,1.0,0.0,18.0,2019-10-04 14:00:00,4,0.9933377748167888
7112342,3340.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,204,21,25.0,3315.0,0.0,0.0,0.0,23.0,2019-10-04 15:00:00,4,0.9925149700598802
7118690,3034.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,219,12,14.0,3020.0,0.0,0.0,0.0,13.0,2019-10-04 16:00:00,4,0.995385629531971
7133834,3130.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,238,16,17.0,3113.0,1.0,1.0,0.0,15.0,2019-10-04 17:00:00,4,0.9945686900958467
7147133,3356.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,250,23,26.0,3330.0,0.0,1.0,0.0,24.0,2019-10-04 18:00:00,4,0.9922526817640047
7153085,3414.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,236,30,42.0,3372.0,5.0,11.0,0.0,25.0,2019-10-04 19:00:00,4,0.9876977152899824
7166370,3531.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,257,28,31.0,3500.0,0.0,1.0,0.0,29.0,2019-10-04 20:00:00,4,0.9912206173888417
7169770,2785.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,227,30,35.0,2750.0,4.0,0.0,0.0,29.0,2019-10-04 21:00:00,4,0.9874326750448833
7187181,2325.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,203,23,23.0,2302.0,2.0,1.0,0.0,19.0,2019-10-04 22:00:00,4,0.9901075268817204
7195794,2348.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,199,18,18.0,2330.0,2.0,1.0,0.0,15.0,2019-10-04 23:00:00,4,0.9923339011925043
7204582,2300.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,170,18,20.0,2280.0,4.0,0.0,0.0,16.0,2019-10-05 00:00:00,5,0.991304347826087
7214121,1294.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,112,8,10.0,1284.0,0.0,0.0,0.0,10.0,2019-10-05 01:00:00,5,0.9922720247295209
7221358,1020.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,92,10,13.0,1007.0,0.0,0.0,0.0,13.0,2019-10-05 02:00:00,5,0.9872549019607844
7230816,851.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,92,10,15.0,836.0,0.0,0.0,0.0,15.0,2019-10-05 03:00:00,5,0.982373678025852
7239844,445.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,48,8,9.0,436.0,1.0,0.0,0.0,8.0,2019-10-05 04:00:00,5,0.9797752808988764
7246270,387.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,54,7,7.0,380.0,1.0,0.0,0.0,5.0,2019-10-05 05:00:00,5,0.9819121447028424
7254230,187.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,24,4,4.0,183.0,0.0,0.0,0.0,4.0,2019-10-05 06:00:00,5,0.9786096256684492
7256706,304.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,59,5,5.0,299.0,0.0,0.0,0.0,5.0,2019-10-05 07:00:00,5,0.9835526315789473
7262811,287.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,43,3,5.0,282.0,0.0,0.0,0.0,5.0,2019-10-05 08:00:00,5,0.9825783972125436
7272459,929.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,62,2,2.0,927.0,0.0,0.0,0.0,2.0,2019-10-05 09:00:00,5,0.9978471474703983
7282247,1306.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,75,5,6.0,1300.0,0.0,1.0,0.0,5.0,2019-10-05 10:00:00,5,0.9954058192955589
7285280,1757.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,104,9,11.0,1746.0,0.0,0.0,0.0,11.0,2019-10-05 11:00:00,5,0.993739328400683
7290711,2057.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,142,16,18.0,2039.0,0.0,0.0,0.0,18.0,2019-10-05 12:00:00,5,0.9912493923189111
7304864,2469.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,159,22,25.0,2444.0,2.0,2.0,0.0,20.0,2019-10-05 13:00:00,5,0.9898744430943702
7310184,2819.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,208,23,28.0,2791.0,1.0,0.0,0.0,26.0,2019-10-05 14:00:00,5,0.9900673997871585
7325659,3104.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,240,24,26.0,3078.0,0.0,3.0,0.0,22.0,2019-10-05 15:00:00,5,0.9916237113402062
7327766,3366.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,251,26,29.0,3337.0,0.0,1.0,0.0,28.0,2019-10-05 16:00:00,5,0.9913844325609031
7343649,3445.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,247,32,37.0,3408.0,3.0,3.0,0.0,30.0,2019-10-05 17:00:00,5,0.9892597968069666
7350133,3379.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,265,39,46.0,3333.0,1.0,2.0,0.0,43.0,2019-10-05 18:00:00,5,0.9863865048831015
7358766,3061.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,230,30,33.0,3028.0,1.0,2.0,0.0,29.0,2019-10-05 19:00:00,5,0.98921920940869
7375510,2895.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,248,21,25.0,2870.0,1.0,2.0,0.0,22.0,2019-10-05 20:00:00,5,0.9913644214162349
7383350,2739.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,232,18,20.0,2719.0,2.0,1.0,0.0,11.0,2019-10-05 21:00:00,5,0.9926980649872216
7389237,2447.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,209,21,24.0,2423.0,2.0,0.0,0.0,21.0,2019-10-05 22:00:00,5,0.9901920719248059
7401626,1871.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,155,16,21.0,1850.0,1.0,5.0,0.0,15.0,2019-10-05 23:00:00,5,0.9887760555852485
