,duration,site_id,hour,counts,impacted_counts,failure,success,association,authentication,dhcp,unclear,date,dayofweek,sle
10656422,223.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,20,5,5.0,218.0,0.0,1.0,0.0,4.0,2019-10-21 05:00:00,0,0.9775784753363229
10665988,193.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,20,1,1.0,192.0,0.0,1.0,0.0,0.0,2019-10-21 06:00:00,0,0.9948186528497409
10675333,213.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,47,4,4.0,209.0,0.0,1.0,0.0,2.0,2019-10-21 07:00:00,0,0.9812206572769953
10678281,186.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,47,0,0.0,186.0,0.0,0.0,0.0,0.0,2019-10-21 08:00:00,0,1.0
10685594,648.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,46,1,1.0,647.0,0.0,0.0,0.0,1.0,2019-10-21 09:00:00,0,0.9984567901234568
10695052,1367.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,69,2,2.0,1365.0,0.0,0.0,0.0,2.0,2019-10-21 10:00:00,0,0.9985369422092173
10707146,1801.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,102,3,3.0,1798.0,0.0,0.0,0.0,2.0,2019-10-21 11:00:00,0,0.9983342587451416
10713302,2367.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,136,11,12.0,2355.0,0.0,0.0,0.0,11.0,2019-10-21 12:00:00,0,0.9949302915082383
10727804,2369.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,139,12,13.0,2356.0,1.0,0.0,0.0,12.0,2019-10-21 13:00:00,0,0.9945124525116082
10735192,2697.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,191,14,14.0,2683.0,0.0,0.0,0.0,14.0,2019-10-21 14:00:00,0,0.9948090470893586
10744559,3236.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,217,19,20.0,3216.0,0.0,2.0,0.0,17.0,2019-10-21 15:00:00,0,0.9938195302843016
10757728,3160.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,197,18,19.0,3141.0,0.0,3.0,0.0,16.0,2019-10-21 16:00:00,0,0.9939873417721519
10769278,3093.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,231,68,94.0,2999.0,3.0,1.0,0.0,11.0,2019-10-21 17:00:00,0,0.9696087940510831
10781030,3410.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,227,24,27.0,3383.0,3.0,3.0,0.0,19.0,2019-10-21 18:00:00,0,0.9920821114369501
10787610,2560.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,224,21,23.0,2537.0,1.0,0.0,0.0,22.0,2019-10-21 19:00:00,0,0.991015625
10797769,2715.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,231,22,23.0,2692.0,1.0,0.0,0.0,19.0,2019-10-21 20:00:00,0,0.9915285451197053
10804001,2981.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,227,23,26.0,2955.0,3.0,1.0,0.0,21.0,2019-10-21 21:00:00,0,0.9912780945991279
10818286,2746.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,211,25,27.0,2719.0,1.0,1.0,0.0,24.0,2019-10-21 22:00:00,0,0.9901675163874727
10833097,2287.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,195,18,19.0,2268.0,2.0,2.0,0.0,15.0,2019-10-21 23:00:00,0,0.9916921731526016
10839760,2083.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,165,17,19.0,2064.0,0.0,4.0,0.0,15.0,2019-10-22 00:00:00,1,0.9908785405664906
10851067,1262.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,117,18,19.0,1243.0,0.0,1.0,0.0,17.0,2019-10-22 01:00:00,1,0.9849445324881141
10861444,997.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,89,13,15.0,982.0,0.0,0.0,0.0,14.0,2019-10-22 02:00:00,1,0.9849548645937813
10863941,677.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,59,6,6.0,671.0,0.0,1.0,0.0,5.0,2019-10-22 03:00:00,1,0.9911373707533235
10877176,399.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,49,3,3.0,396.0,1.0,0.0,0.0,2.0,2019-10-22 04:00:00,1,0.9924812030075187
10885723,333.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,31,5,7.0,326.0,0.0,0.0,0.0,7.0,2019-10-22 05:00:00,1,0.978978978978979
10892869,183.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,24,4,9.0,174.0,0.0,2.0,0.0,5.0,2019-10-22 06:00:00,1,0.9508196721311475
10899967,204.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,53,6,7.0,197.0,0.0,1.0,0.0,4.0,2019-10-22 07:00:00,1,0.9656862745098039
10906912,319.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,43,5,7.0,312.0,0.0,0.0,0.0,7.0,2019-10-22 08:00:00,1,0.9780564263322884
10909195,675.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,56,2,3.0,672.0,0.0,0.0,0.0,3.0,2019-10-22 09:00:00,1,0.9955555555555555
10923573,1273.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,76,6,7.0,1266.0,0.0,0.0,0.0,7.0,2019-10-22 10:00:00,1,0.9945011783189317
10927507,1523.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,104,7,8.0,1515.0,0.0,2.0,0.0,5.0,2019-10-22 11:00:00,1,0.9947472094550229
10939356,2028.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,139,14,16.0,2012.0,0.0,0.0,0.0,13.0,2019-10-22 12:00:00,1,0.9921104536489151
10949629,2548.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,168,14,14.0,2534.0,0.0,3.0,0.0,10.0,2019-10-22 13:00:00,1,0.9945054945054945
10962576,2508.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,160,23,24.0,2484.0,1.0,1.0,0.0,21.0,2019-10-22 14:00:00,1,0.9904306220095693
10966301,2325.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,191,23,27.0,2298.0,0.0,1.0,0.0,26.0,2019-10-22 15:00:00,1,0.9883870967741936
10978780,2542.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,176,17,18.0,2524.0,0.0,1.0,0.0,17.0,2019-10-22 16:00:00,1,0.992918961447679
10987797,2860.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,185,26,27.0,2833.0,0.0,1.0,0.0,26.0,2019-10-22 17:00:00,1,0.9905594405594406
11001338,2830.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,199,21,24.0,2806.0,1.0,0.0,0.0,22.0,2019-10-22 18:00:00,1,0.9915194346289753
11015269,2327.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,211,26,26.0,2301.0,0.0,2.0,0.0,23.0,2019-10-22 19:00:00,1,0.9888268156424581
11018953,2332.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,207,24,26.0,2306.0,0.0,2.0,0.0,23.0,2019-10-22 20:00:00,1,0.9888507718696398
11036579,2541.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,213,21,21.0,2520.0,0.0,2.0,0.0,19.0,2019-10-22 21:00:00,1,0.9917355371900827
11046630,2525.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,222,27,31.0,2494.0,2.0,0.0,0.0,29.0,2019-10-22 22:00:00,1,0.9877227722772277
11053159,2103.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,174,27,28.0,2075.0,2.0,1.0,0.0,25.0,2019-10-22 23:00:00,1,0.9866856871136471
11065258,2165.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,147,14,15.0,2150.0,1.0,0.0,0.0,13.0,2019-10-23 00:00:00,2,0.9930715935334873
11073341,1383.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,112,10,12.0,1371.0,0.0,0.0,0.0,12.0,2019-10-23 01:00:00,2,0.9913232104121475
11084952,1052.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,75,6,7.0,1045.0,0.0,1.0,0.0,6.0,2019-10-23 02:00:00,2,0.9933460076045627
11093941,650.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,54,6,8.0,642.0,0.0,0.0,0.0,8.0,2019-10-23 03:00:00,2,0.9876923076923076
11094894,233.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,36,12,14.0,219.0,1.0,1.0,0.0,2.0,2019-10-23 04:00:00,2,0.9399141630901288
11107346,262.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,61,37,118.0,144.0,0.0,2.0,0.0,14.0,2019-10-23 05:00:00,2,0.549618320610687
11116607,159.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,40,3,3.0,156.0,0.0,0.0,0.0,3.0,2019-10-23 06:00:00,2,0.9811320754716981
11124707,108.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,34,4,6.0,102.0,0.0,1.0,0.0,5.0,2019-10-23 07:00:00,2,0.9444444444444444
11126651,295.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,47,3,3.0,292.0,0.0,0.0,0.0,2.0,2019-10-23 08:00:00,2,0.9898305084745763
11137345,515.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,42,4,4.0,511.0,0.0,0.0,0.0,3.0,2019-10-23 09:00:00,2,0.9922330097087378
11145162,1114.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,67,3,4.0,1110.0,0.0,0.0,0.0,3.0,2019-10-23 10:00:00,2,0.9964093357271095
11153352,1430.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,98,5,5.0,1425.0,1.0,0.0,0.0,3.0,2019-10-23 11:00:00,2,0.9965034965034965
11163293,1863.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,115,10,12.0,1851.0,0.0,1.0,0.0,11.0,2019-10-23 12:00:00,2,0.9935587761674718
11167591,2083.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,156,14,15.0,2068.0,1.0,2.0,0.0,11.0,2019-10-23 13:00:00,2,0.9927988478156505
11179157,2413.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,148,4,4.0,2409.0,0.0,0.0,0.0,4.0,2019-10-23 14:00:00,2,0.9983423124740987
11193842,2411.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,151,16,17.0,2394.0,0.0,0.0,0.0,16.0,2019-10-23 15:00:00,2,0.9929489838241393
11200700,2580.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,169,14,15.0,2565.0,0.0,0.0,0.0,15.0,2019-10-23 16:00:00,2,0.9941860465116279
11215313,2616.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,189,21,24.0,2592.0,2.0,1.0,0.0,20.0,2019-10-23 17:00:00,2,0.9908256880733946
11224701,2715.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,221,25,27.0,2688.0,1.0,0.0,0.0,26.0,2019-10-23 18:00:00,2,0.9900552486187846
11234036,2157.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,179,14,14.0,2143.0,0.0,1.0,0.0,13.0,2019-10-23 19:00:00,2,0.9935095039406583
11244757,2496.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,194,20,20.0,2476.0,1.0,0.0,0.0,18.0,2019-10-23 20:00:00,2,0.9919871794871795
11251091,2412.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,223,24,25.0,2387.0,0.0,0.0,0.0,21.0,2019-10-23 21:00:00,2,0.9896351575456053
11270159,2108.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,208,31,33.0,2075.0,1.0,1.0,0.0,30.0,2019-10-23 22:00:00,2,0.9843453510436433
11279328,1706.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,157,16,20.0,1686.0,1.0,0.0,0.0,19.0,2019-10-23 23:00:00,2,0.9882766705744431
11287127,1671.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,152,17,21.0,1650.0,1.0,2.0,0.0,18.0,2019-10-24 00:00:00,3,0.9874326750448833
11297304,1124.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,113,19,21.0,1103.0,0.0,4.0,0.0,17.0,2019-10-24 01:00:00,3,0.9813167259786477
11303722,812.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,64,6,7.0,805.0,0.0,0.0,0.0,7.0,2019-10-24 02:00:00,3,0.9913793103448276
11320364,643.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,81,17,17.0,626.0,2.0,0.0,0.0,9.0,2019-10-24 03:00:00,3,0.973561430793157
11324222,866.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,62,38,142.0,724.0,0.0,0.0,0.0,12.0,2019-10-24 04:00:00,3,0.836027713625866
11334152,165.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,37,4,4.0,161.0,0.0,0.0,0.0,4.0,2019-10-24 05:00:00,3,0.9757575757575757
11342011,141.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,16,0,0.0,141.0,0.0,0.0,0.0,0.0,2019-10-24 06:00:00,3,1.0
11353292,252.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,83,8,8.0,244.0,0.0,1.0,0.0,6.0,2019-10-24 07:00:00,3,0.9682539682539683
11355985,169.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,41,2,2.0,167.0,0.0,0.0,0.0,2.0,2019-10-24 08:00:00,3,0.9881656804733728
11365804,466.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,38,3,3.0,463.0,0.0,1.0,0.0,2.0,2019-10-24 09:00:00,3,0.9935622317596566
11375247,1080.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,67,6,7.0,1073.0,0.0,1.0,0.0,5.0,2019-10-24 10:00:00,3,0.9935185185185185
11383789,1307.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,92,6,8.0,1299.0,0.0,1.0,0.0,6.0,2019-10-24 11:00:00,3,0.9938791124713083
11392251,2003.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,142,15,17.0,1986.0,0.0,1.0,0.0,16.0,2019-10-24 12:00:00,3,0.9915127309036446
11405836,2288.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,159,10,11.0,2277.0,1.0,0.0,0.0,9.0,2019-10-24 13:00:00,3,0.9951923076923077
11411055,2211.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,147,10,12.0,2199.0,0.0,1.0,0.0,11.0,2019-10-24 14:00:00,3,0.994572591587517
11424980,2241.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,157,10,10.0,2231.0,0.0,0.0,0.0,9.0,2019-10-24 15:00:00,3,0.9955377063810799
11433417,2501.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,173,18,18.0,2483.0,0.0,2.0,0.0,16.0,2019-10-24 16:00:00,3,0.9928028788484606
11447536,2847.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,221,20,23.0,2824.0,1.0,0.0,0.0,22.0,2019-10-24 17:00:00,3,0.991921320688444
11458560,2890.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,222,28,32.0,2858.0,0.0,0.0,0.0,32.0,2019-10-24 18:00:00,3,0.9889273356401385
11463515,2395.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,193,22,25.0,2370.0,2.0,0.0,0.0,21.0,2019-10-24 19:00:00,3,0.9895615866388309
11476813,2460.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,201,19,21.0,2439.0,3.0,0.0,0.0,18.0,2019-10-24 20:00:00,3,0.9914634146341463
11488040,2814.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,233,28,33.0,2781.0,0.0,0.0,0.0,30.0,2019-10-24 21:00:00,3,0.988272921108742
11496242,2522.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,215,25,26.0,2496.0,2.0,1.0,0.0,23.0,2019-10-24 22:00:00,3,0.9896907216494846
11511263,2368.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,171,13,17.0,2351.0,2.0,1.0,0.0,13.0,2019-10-24 23:00:00,3,0.9928209459459459
11525506,1933.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,156,24,24.0,1909.0,1.0,0.0,0.0,21.0,2019-10-25 00:00:00,4,0.9875840662183135
11527908,1216.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,119,14,17.0,1199.0,1.0,0.0,0.0,16.0,2019-10-25 01:00:00,4,0.9860197368421053
11540952,948.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,120,14,15.0,933.0,1.0,2.0,0.0,10.0,2019-10-25 02:00:00,4,0.9841772151898734
11551373,545.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,57,8,9.0,536.0,0.0,0.0,0.0,9.0,2019-10-25 03:00:00,4,0.9834862385321101
11555744,363.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,33,1,1.0,362.0,0.0,0.0,0.0,1.0,2019-10-25 04:00:00,4,0.9972451790633609
11566596,319.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,29,2,3.0,316.0,0.0,0.0,0.0,3.0,2019-10-25 05:00:00,4,0.9905956112852664
11570307,114.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,40,6,6.0,108.0,0.0,1.0,0.0,5.0,2019-10-25 06:00:00,4,0.9473684210526315
11579952,175.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,49,6,6.0,169.0,0.0,0.0,0.0,6.0,2019-10-25 07:00:00,4,0.9657142857142857
11584599,312.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,45,3,4.0,308.0,1.0,0.0,0.0,3.0,2019-10-25 08:00:00,4,0.9871794871794872
11596861,575.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,52,2,3.0,572.0,0.0,0.0,0.0,3.0,2019-10-25 09:00:00,4,0.9947826086956522
11604603,1378.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,96,6,8.0,1370.0,0.0,0.0,0.0,8.0,2019-10-25 10:00:00,4,0.9941944847605225
11609105,1953.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,122,10,12.0,1941.0,1.0,2.0,0.0,9.0,2019-10-25 11:00:00,4,0.9938556067588326
11618991,2294.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,155,16,18.0,2276.0,1.0,1.0,0.0,15.0,2019-10-25 12:00:00,4,0.992153443766347
11634097,2622.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,183,22,24.0,2598.0,1.0,1.0,0.0,22.0,2019-10-25 13:00:00,4,0.9908466819221968
11638640,2722.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,203,18,20.0,2702.0,1.0,0.0,0.0,17.0,2019-10-25 14:00:00,4,0.9926524614254225
11651027,2890.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,198,22,26.0,2864.0,0.0,1.0,0.0,25.0,2019-10-25 15:00:00,4,0.9910034602076124
11662317,2982.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,240,27,27.0,2955.0,0.0,0.0,0.0,25.0,2019-10-25 16:00:00,4,0.9909456740442656
11671099,2847.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,227,19,25.0,2822.0,1.0,1.0,0.0,23.0,2019-10-25 17:00:00,4,0.9912188268352652
11678568,2761.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,216,33,51.0,2710.0,1.0,1.0,0.0,45.0,2019-10-25 18:00:00,4,0.9815284317276349
11697458,3127.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,276,30,38.0,3089.0,2.0,3.0,0.0,33.0,2019-10-25 19:00:00,4,0.9878477774224497
11708068,2809.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,237,26,27.0,2782.0,2.0,2.0,0.0,23.0,2019-10-25 20:00:00,4,0.9903880384478462
11708519,2610.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,226,25,26.0,2584.0,2.0,0.0,0.0,24.0,2019-10-25 21:00:00,4,0.9900383141762452
11721062,2737.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,227,20,21.0,2716.0,0.0,1.0,0.0,19.0,2019-10-25 22:00:00,4,0.9923273657289002
11734849,2611.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,227,35,38.0,2573.0,6.0,2.0,0.0,30.0,2019-10-25 23:00:00,4,0.9854461891995404
11747273,2588.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,192,19,21.0,2567.0,1.0,0.0,0.0,17.0,2019-10-26 00:00:00,5,0.9918856259659969
11759577,1441.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,145,10,12.0,1429.0,1.0,0.0,0.0,11.0,2019-10-26 01:00:00,5,0.9916724496877168
11763184,1250.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,122,4,5.0,1245.0,0.0,0.0,0.0,5.0,2019-10-26 02:00:00,5,0.996
11771707,734.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,78,6,8.0,726.0,0.0,0.0,0.0,8.0,2019-10-26 03:00:00,5,0.989100817438692
11783790,416.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,59,7,7.0,409.0,0.0,0.0,0.0,7.0,2019-10-26 04:00:00,5,0.9831730769230769
11790135,237.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,22,2,2.0,235.0,0.0,0.0,0.0,2.0,2019-10-26 05:00:00,5,0.9915611814345991
11798328,247.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,19,4,5.0,242.0,0.0,0.0,0.0,5.0,2019-10-26 06:00:00,5,0.979757085020243
11802697,119.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,40,4,4.0,115.0,0.0,0.0,0.0,4.0,2019-10-26 07:00:00,5,0.9663865546218487
11806285,135.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,33,0,0.0,135.0,0.0,0.0,0.0,0.0,2019-10-26 08:00:00,5,1.0
11813861,732.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,54,4,5.0,727.0,0.0,0.0,0.0,5.0,2019-10-26 09:00:00,5,0.9931693989071039
11820307,1532.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,79,4,5.0,1527.0,0.0,0.0,0.0,5.0,2019-10-26 10:00:00,5,0.9967362924281984
11832852,1732.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,102,5,7.0,1725.0,1.0,0.0,0.0,6.0,2019-10-26 11:00:00,5,0.995958429561201
11841948,2193.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,138,6,6.0,2187.0,0.0,1.0,0.0,5.0,2019-10-26 12:00:00,5,0.9972640218878249
11847850,2405.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,140,5,7.0,2398.0,0.0,1.0,0.0,6.0,2019-10-26 13:00:00,5,0.9970893970893971
11857828,2687.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,201,14,14.0,2673.0,1.0,1.0,0.0,12.0,2019-10-26 14:00:00,5,0.9947897283215482
11874008,3061.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,205,23,26.0,3035.0,1.0,2.0,0.0,20.0,2019-10-26 15:00:00,5,0.9915060437765436
11883061,3294.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,248,25,27.0,3267.0,0.0,2.0,0.0,22.0,2019-10-26 16:00:00,5,0.9918032786885246
11892518,4426.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,308,32,36.0,4390.0,4.0,0.0,0.0,30.0,2019-10-26 17:00:00,5,0.9918662449164031
11901205,3958.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,281,34,37.0,3921.0,2.0,1.0,0.0,34.0,2019-10-26 18:00:00,5,0.9906518443658413
11910530,3426.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,273,41,49.0,3377.0,0.0,2.0,0.0,45.0,2019-10-26 19:00:00,5,0.985697606538237
11920200,3375.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,265,47,55.0,3320.0,2.0,2.0,0.0,47.0,2019-10-26 20:00:00,5,0.9837037037037037
11931669,2767.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,256,26,30.0,2737.0,1.0,0.0,0.0,28.0,2019-10-26 21:00:00,5,0.9891579327791832
11942172,2458.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,202,27,37.0,2421.0,0.0,6.0,0.0,29.0,2019-10-26 22:00:00,5,0.984947111472742
11946466,1922.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,180,21,34.0,1888.0,1.0,11.0,0.0,22.0,2019-10-26 23:00:00,5,0.9823100936524454
11963763,1971.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,164,14,30.0,1941.0,1.0,13.0,0.0,15.0,2019-10-27 00:00:00,6,0.984779299847793
11968467,1485.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,160,23,26.0,1459.0,2.0,4.0,0.0,16.0,2019-10-27 01:00:00,6,0.9824915824915825
11977224,1218.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,104,8,9.0,1209.0,0.0,0.0,0.0,9.0,2019-10-27 02:00:00,6,0.9926108374384236
11987473,1016.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,81,9,12.0,1004.0,0.0,0.0,0.0,12.0,2019-10-27 03:00:00,6,0.9881889763779528
11992618,390.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,45,4,5.0,385.0,0.0,0.0,0.0,4.0,2019-10-27 04:00:00,6,0.9871794871794872
12003036,253.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,33,8,8.0,245.0,0.0,0.0,0.0,8.0,2019-10-27 05:00:00,6,0.9683794466403162
12011453,221.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,21,2,4.0,217.0,0.0,0.0,0.0,4.0,2019-10-27 06:00:00,6,0.9819004524886877
12018330,203.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,75,13,16.0,187.0,0.0,1.0,0.0,15.0,2019-10-27 07:00:00,6,0.9211822660098522
12023915,378.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,61,4,4.0,374.0,0.0,0.0,0.0,4.0,2019-10-27 08:00:00,6,0.9894179894179894
